;StartNode;EndNode;Class;Rank;Weight
2323;srta;dev-igg domains;gene;0;1
2324;srta;fibrinogen;gene;0;2
2325;srta;frd1;gene;0;1
2326;srta;gp340;gene;0;1
2327;srta;lung alveolar glycoprotein 340;gene;0;1
2328;srta;lung alveolar protein gp340;gene;0;1
2329;srta;p. aeruginosa;gene;0;2
2330;srta;pas;gene;0;2
2331;srta;patients;gene;0;1
2332;srta;pseudomonas aeruginosa;gene;0;2
2333;srta;purulent infections;gene;0;1
2334;srta;s. intermedius;gene;0;3
2335;srta;scavenger receptor cysteine-rich domains;gene;0;1
2336;srta;sortase a-deficient mutant;gene;0;1
2337;srta;srcrs;gene;0;1
2338;srta;streptococcus intermedius;gene;0;3
2339;srta;v(pas);gene;0;1
2340;stat3;airway epithelial cell lines;gene;0;1
2341;stat3;cell lines;gene;0;1
2342;stat3;cftr;gene;0;2
2343;stat3;chronic obstructive pulmonary disease;gene;0;1
2344;stat3;copd;gene;0;1
2345;stat3;cystic fibrosis;gene;0;2
2346;stat3;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;gene;0;1
2347;stat3;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;gene;0;1
2348;stat3;cystic fibrosis transmembrane regulator;gene;0;1
2349;stat3;il-17;gene;0;1
2350;stat3;il-22;gene;0;1
2351;stat3;il-6;gene;0;4
2352;stat3;inflammation;gene;0;1
2353;stat3;interleukin (il)-6;gene;0;1
2354;stat3;lasb;gene;0;5
2355;stat3;mice;gene;0;3
2356;stat3;p. aeruginosa;gene;0;3
2357;stat3;pao1;gene;0;2
2358;stat3;pseudomonas aeruginosa;gene;0;3
2359;stat3;trappin-2;gene;0;3
2360;stat3;ventilator-associated pneumonia;gene;0;1
2361;stat3;wt-pao1;gene;0;1
2362;streptococcus intermedius;agi/;species;0;3
2363;streptococcus intermedius;agi/ii of;species;0;3
2364;streptococcus intermedius;antigen i/ii;species;0;3
2365;streptococcus intermedius;c(123)(pas);species;0;3
2366;streptococcus intermedius;c. albicans;species;0;6
2367;streptococcus intermedius;candida albicans;species;0;6
2368;streptococcus intermedius;cftr;species;0;3
2369;streptococcus intermedius;cysteine;species;0;3
2370;streptococcus intermedius;cystic fibrosis;species;0;3
2371;streptococcus intermedius;cystic fibrosis lungs;species;0;3
2372;streptococcus intermedius;dev-igg domains;species;0;3
2373;streptococcus intermedius;fibrinogen;species;0;6
2374;streptococcus intermedius;frd1;species;0;3
2375;streptococcus intermedius;gp340;species;0;3
2376;streptococcus intermedius;lung alveolar glycoprotein 340;species;0;3
2377;streptococcus intermedius;lung alveolar protein gp340;species;0;3
2378;streptococcus intermedius;p. aeruginosa;species;0;6
2379;streptococcus intermedius;pas;species;0;6
2380;streptococcus intermedius;patients;species;0;3
2381;streptococcus intermedius;pseudomonas aeruginosa;species;0;6
2382;streptococcus intermedius;purulent infections;species;0;3
2383;streptococcus intermedius;s. intermedius;species;0;9
2384;streptococcus intermedius;scavenger receptor cysteine-rich domains;species;0;3
2385;streptococcus intermedius;sortase a-deficient mutant;species;0;3
2386;streptococcus intermedius;srcrs;species;0;3
2387;streptococcus intermedius;srta;species;0;3
2388;streptococcus intermedius;streptococcus intermedius;species;0;6
2389;streptococcus intermedius;v(pas);species;0;3
2390;tobramycin;alkaline protease;drug;0;8
2391;tobramycin;apra;drug;0;16
2392;tobramycin;cftr;drug;0;16
2393;tobramycin;cl-;drug;0;32
2394;tobramycin;cystic fibrosis;drug;0;8
2395;tobramycin;p. aeruginosa;drug;0;80
2396;tobramycin;patients;drug;0;16
2397;tobramycin;phe508del-cftr;drug;0;16
2398;tobramycin;pseudomonas aeruginosa;drug;0;8
2399;tobramycin;tobramycin;drug;0;56
2400;trappin-2;airway epithelial cell lines;gene;0;3
2401;trappin-2;cell lines;gene;0;3
2402;trappin-2;cftr;gene;0;6
2403;trappin-2;chronic obstructive pulmonary disease;gene;0;3
2404;trappin-2;copd;gene;0;3
2405;trappin-2;cystic fibrosis;gene;0;6
2406;trappin-2;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;gene;0;3
2407;trappin-2;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;gene;0;3
2408;trappin-2;cystic fibrosis transmembrane regulator;gene;0;3
2409;trappin-2;il-17;gene;0;3
2410;trappin-2;il-22;gene;0;3
2411;trappin-2;il-6;gene;0;12
2412;trappin-2;inflammation;gene;0;3
2413;trappin-2;interleukin (il)-6;gene;0;3
2414;trappin-2;lasb;gene;0;15
2415;trappin-2;mice;gene;0;9
2416;trappin-2;p. aeruginosa;gene;0;9
2417;trappin-2;pao1;gene;0;6
2418;trappin-2;pseudomonas aeruginosa;gene;0;9
2419;trappin-2;stat3;gene;0;3
2420;trappin-2;trappin-2;gene;0;6
2421;trappin-2;ventilator-associated pneumonia;gene;0;3
2422;trappin-2;wt-pao1;gene;0;3
2423;v(pas);agi/;gene;0;1
2424;v(pas);agi/ii of;gene;0;1
2425;v(pas);antigen i/ii;gene;0;1
2426;v(pas);c(123)(pas);gene;0;1
2427;v(pas);c. albicans;gene;0;2
2428;v(pas);candida albicans;gene;0;2
2429;v(pas);cftr;gene;0;1
2430;v(pas);cysteine;gene;0;1
2431;v(pas);cystic fibrosis;gene;0;1
2432;v(pas);cystic fibrosis lungs;gene;0;1
2433;v(pas);dev-igg domains;gene;0;1
2434;v(pas);fibrinogen;gene;0;2
2435;v(pas);frd1;gene;0;1
2436;v(pas);gp340;gene;0;1
2437;v(pas);lung alveolar glycoprotein 340;gene;0;1
2438;v(pas);lung alveolar protein gp340;gene;0;1
2439;v(pas);p. aeruginosa;gene;0;2
2440;v(pas);pas;gene;0;2
2441;v(pas);patients;gene;0;1
2442;v(pas);pseudomonas aeruginosa;gene;0;2
2443;v(pas);purulent infections;gene;0;1
2444;v(pas);s. intermedius;gene;0;3
2445;v(pas);scavenger receptor cysteine-rich domains;gene;0;1
2446;v(pas);sortase a-deficient mutant;gene;0;1
2447;v(pas);srcrs;gene;0;1
2448;v(pas);srta;gene;0;1
2449;v(pas);streptococcus intermedius;gene;0;3
2450;ventilator-associated pneumonia;airway epithelial cell lines;disease;0;1
2451;ventilator-associated pneumonia;cell lines;disease;0;1
2452;ventilator-associated pneumonia;cftr;disease;0;2
2453;ventilator-associated pneumonia;chronic obstructive pulmonary disease;disease;0;1
2454;ventilator-associated pneumonia;copd;disease;0;1
2455;ventilator-associated pneumonia;cystic fibrosis;disease;0;2
2456;ventilator-associated pneumonia;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;disease;0;1
2457;ventilator-associated pneumonia;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;disease;0;1
2458;ventilator-associated pneumonia;cystic fibrosis transmembrane regulator;disease;0;1
2459;ventilator-associated pneumonia;il-17;disease;0;1
2460;ventilator-associated pneumonia;il-22;disease;0;1
2461;ventilator-associated pneumonia;il-6;disease;0;4
2462;ventilator-associated pneumonia;inflammation;disease;0;1
2463;ventilator-associated pneumonia;interleukin (il)-6;disease;0;1
2464;ventilator-associated pneumonia;lasb;disease;0;5
2465;ventilator-associated pneumonia;mice;disease;0;3
2466;ventilator-associated pneumonia;p. aeruginosa;disease;0;3
2467;ventilator-associated pneumonia;pao1;disease;0;2
2468;ventilator-associated pneumonia;pseudomonas aeruginosa;disease;0;3
2469;ventilator-associated pneumonia;stat3;disease;0;1
2470;ventilator-associated pneumonia;trappin-2;disease;0;3
2471;ventilator-associated pneumonia;wt-pao1;disease;0;1
2472;vrt-325;cf-adapted clinical isolate;drug;0;1
2473;vrt-325;cftr;drug;0;4
2474;vrt-325;cftr impairment;drug;0;1
2475;vrt-325;cftr proteins;drug;0;1
2476;vrt-325;cystic fibrosis;drug;0;2
2477;vrt-325;cystic fibrosis transmembrane conductance regulator;drug;0;1
2478;vrt-325;f508del-cftr;drug;0;2
2479;vrt-325;hdmf;drug;0;1
2480;vrt-325;lasr;drug;0;2
2481;vrt-325;p. aeruginosa;drug;0;3
2482;vrt-325;pao1;drug;0;1
2483;vrt-325;pseudomonas aeruginosa;drug;0;1
2484;vrt-325;vx-809;drug;0;1
2485;vrt-325;wt-cftr;drug;0;4
2486;vx-770;chloride;drug;0;6
2487;vx-770;cystic fibrosis;drug;0;6
2488;vx-770;f508del-cfbe cells;drug;0;6
2489;vx-770;f508del-cftr;drug;0;30
2490;vx-770;f508del-cftr mutation;drug;0;6
2491;vx-770;human bronchial epithelial (hbe) cells;drug;0;6
2492;vx-770;p. aeruginosa;drug;0;36
2493;vx-770;pak;drug;0;6
2494;vx-770;vx-770;drug;0;30
2495;vx-770;vx-809;drug;0;60
2496;vx-770;wt-cftr;drug;0;6
2497;vx-809;cf-adapted clinical isolate;drug;0;1
2498;vx-809;cftr;drug;0;4
2499;vx-809;cftr impairment;drug;0;1
2500;vx-809;cftr proteins;drug;0;1
2501;vx-809;chloride;drug;0;10
2502;vx-809;cystic fibrosis;drug;0;12
2503;vx-809;cystic fibrosis transmembrane conductance regulator;drug;0;1
2504;vx-809;f508del-cfbe cells;drug;0;10
2505;vx-809;f508del-cftr;drug;0;52
2506;vx-809;f508del-cftr mutation;drug;0;10
2507;vx-809;hdmf;drug;0;1
2508;vx-809;human bronchial epithelial (hbe) cells;drug;0;10
2509;vx-809;lasr;drug;0;2
2510;vx-809;p. aeruginosa;drug;0;63
2511;vx-809;pak;drug;0;10
2512;vx-809;pao1;drug;0;1
2513;vx-809;pseudomonas aeruginosa;drug;0;1
2514;vx-809;vrt-325;drug;0;1
2515;vx-809;vx-770;drug;0;60
2516;vx-809;vx-809;drug;0;90
2517;vx-809;wt-cftr;drug;0;14
2518;wt-cftr;cf-adapted clinical isolate;gene;0;4
2519;wt-cftr;cftr;gene;0;16
2520;wt-cftr;cftr impairment;gene;0;4
2521;wt-cftr;cftr proteins;gene;0;4
2522;wt-cftr;chloride;gene;0;1
2523;wt-cftr;cystic fibrosis;gene;0;9
2524;wt-cftr;cystic fibrosis transmembrane conductance regulator;gene;0;4
2525;wt-cftr;f508del-cfbe cells;gene;0;1
2526;wt-cftr;f508del-cftr;gene;0;13
2527;wt-cftr;f508del-cftr mutation;gene;0;1
2528;wt-cftr;hdmf;gene;0;4
2529;wt-cftr;human bronchial epithelial (hbe) cells;gene;0;1
2530;wt-cftr;lasr;gene;0;8
2531;wt-cftr;p. aeruginosa;gene;0;18
2532;wt-cftr;pak;gene;0;1
2533;wt-cftr;pao1;gene;0;4
2534;wt-cftr;pseudomonas aeruginosa;gene;0;4
2535;wt-cftr;vrt-325;gene;0;4
2536;wt-cftr;vx-770;gene;0;6
2537;wt-cftr;vx-809;gene;0;14
2538;wt-cftr;wt-cftr;gene;0;12
2539;wt-pao1;airway epithelial cell lines;gene;0;1
2540;wt-pao1;cell lines;gene;0;1
2541;wt-pao1;cftr;gene;0;2
2542;wt-pao1;chronic obstructive pulmonary disease;gene;0;1
2543;wt-pao1;copd;gene;0;1
2544;wt-pao1;cystic fibrosis;gene;0;2
2545;wt-pao1;cystic fibrosis transmembrane conductance regulator (cftr)-mutated;gene;0;1
2546;wt-pao1;cystic fibrosis transmembrane conductance regulator (cftr)-mutated epithelial cells;gene;0;1
2547;wt-pao1;cystic fibrosis transmembrane regulator;gene;0;1
2548;wt-pao1;il-17;gene;0;1
2549;wt-pao1;il-22;gene;0;1
2550;wt-pao1;il-6;gene;0;4
2551;wt-pao1;inflammation;gene;0;1
2552;wt-pao1;interleukin (il)-6;gene;0;1
2553;wt-pao1;lasb;gene;0;5
2554;wt-pao1;mice;gene;0;3
2555;wt-pao1;p. aeruginosa;gene;0;3
2556;wt-pao1;pao1;gene;0;2
2557;wt-pao1;pseudomonas aeruginosa;gene;0;3
2558;wt-pao1;stat3;gene;0;1
2559;wt-pao1;trappin-2;gene;0;3
2560;wt-pao1;ventilator-associated pneumonia;gene;0;1
2561;zebrafish;cftr channel;species;0;2
2562;zebrafish;cystic fibrosis;species;0;4
2563;zebrafish;galleria mellonella;species;0;2
2564;zebrafish;hereditary disease;species;0;2
2565;zebrafish;lethality;species;0;2
2566;zebrafish;mice;species;0;2
2567;zebrafish;p. aeruginosa;species;0;4
2568;zebrafish;p. aeruginosa infections;species;0;2
2569;zebrafish;pao1 infections;species;0;2
2570;zebrafish;pseudomonas aeruginosa;species;0;4
2571;zebrafish;respiratory infections;species;0;2
2572;zebrafish;zebrafish;species;0;2
2573;airway disease;babies;disease;0;1
2574;airway disease;cftr;disease;0;5
2575;airway disease;cystic fibrosis;disease;0;2
2576;airway disease;exocrine pancreatic destruction;disease;0;1
2577;airway disease;focal biliary cirrhosis;disease;0;1
2578;airway disease;ifabp;disease;0;1
2579;airway disease;intestinal fatty acid-binding protein;disease;0;1
2580;airway disease;liver disease;disease;0;1
2581;airway disease;meconium ileus;disease;0;6
2582;airway disease;micro-;disease;0;1
2583;airway disease;pancreatic destruction;disease;0;1
2584;airway disease;pcftr;disease;0;1
2585;airway disease;people;disease;0;1
2586;airway disease;porcine;disease;0;1
2587;airway disease;porcine cf transmembrane conductance regulator;disease;0;1
2588;airway disease;sinus and lung disease;disease;0;1
2589;airway disease;vas deferens loss;disease;0;1
2590;airway disease;wild-type cftr mrna;disease;0;1
2591;anti-gal antibody;anti-non-gal antibody;gene;0;1
2592;anti-gal antibody;cftr;gene;0;2
2593;anti-gal antibody;e-cadherin;gene;0;2
2594;anti-gal antibody;enolase;gene;0;2
2595;anti-gal antibody;gtko;gene;0;6
2596;anti-gal antibody;gtko fibroblasts;gene;0;1
2597;anti-gal antibody;gtko lsec;gene;0;1
2598;anti-gal antibody;gtko pig;gene;0;1
2599;anti-gal antibody;gtko pig liver cells;gene;0;1
2600;anti-gal antibody;human;gene;0;12
2601;anti-gal antibody;human igg;gene;0;5
2602;anti-gal antibody;human igm;gene;0;1
2603;anti-gal antibody;igg;gene;0;2
2604;anti-gal antibody;igm;gene;0;5
2605;anti-gal antibody;pig;gene;0;2
2606;anti-non-gal antibody;anti-gal antibody;gene;0;1
2607;anti-non-gal antibody;cftr;gene;0;2
2608;anti-non-gal antibody;e-cadherin;gene;0;2
2609;anti-non-gal antibody;enolase;gene;0;2
2610;anti-non-gal antibody;gtko;gene;0;6
2611;anti-non-gal antibody;gtko fibroblasts;gene;0;1
2612;anti-non-gal antibody;gtko lsec;gene;0;1
2613;anti-non-gal antibody;gtko pig;gene;0;1
2614;anti-non-gal antibody;gtko pig liver cells;gene;0;1
2615;anti-non-gal antibody;human;gene;0;12
2616;anti-non-gal antibody;human igg;gene;0;5
2617;anti-non-gal antibody;human igm;gene;0;1
2618;anti-non-gal antibody;igg;gene;0;2
2619;anti-non-gal antibody;igm;gene;0;5
2620;anti-non-gal antibody;pig;gene;0;2
2621;babies;airway disease;species;0;1
2622;babies;cftr;species;0;5
2623;babies;cystic fibrosis;species;0;2
2624;babies;exocrine pancreatic destruction;species;0;1
2625;babies;focal biliary cirrhosis;species;0;1
2626;babies;ifabp;species;0;1
2627;babies;intestinal fatty acid-binding protein;species;0;1
2628;babies;liver disease;species;0;1
2629;babies;meconium ileus;species;0;6
2630;babies;micro-;species;0;1
2631;babies;pancreatic destruction;species;0;1
2632;babies;pcftr;species;0;1
2633;babies;people;species;0;1
2634;babies;porcine;species;0;1
2635;babies;porcine cf transmembrane conductance regulator;species;0;1
2636;babies;sinus and lung disease;species;0;1
2637;babies;vas deferens loss;species;0;1
2638;babies;wild-type cftr mrna;species;0;1
2639;bacterial lung infection;cf lung disease;disease;0;1
2640;bacterial lung infection;cftr;disease;0;4
2641;bacterial lung infection;cystic fibrosis;disease;0;3
2642;bacterial lung infection;cystic fibrosis transmembrane conductance regulator;disease;0;1
2643;bacterial lung infection;hco(3)(-);disease;0;2
2644;bacterial lung infection;inflammation;disease;0;1
2645;bacterial lung infection;life-shortening disease;disease;0;1
2646;bacterial lung infection;porcine;disease;0;1
2647;bacterial lung infection;primary epithelial cultures;disease;0;1
2648;bicarbonate;cf) lung disease;drug;0;1
2649;bicarbonate;cftr;drug;0;3
2650;bicarbonate;cl(-);drug;0;2
2651;bicarbonate;co2;drug;0;2
2652;bicarbonate;cystic fibrosis;drug;0;2
2653;bicarbonate;cystic fibrosis (;drug;0;1
2654;bicarbonate;cystic fibrosis transmembrane conductance regulator;drug;0;1
2655;bicarbonate;hco3 (-);drug;0;2
2656;bicarbonate;non-cf small airway epithelia cultures;drug;0;1
2657;bile salt;cftr;drug;0;1
2658;bile salt;glucose;drug;0;1
2659;bile salt;human myo5b;drug;0;1
2660;bile salt;hydrogen;drug;0;1
2661;bile salt;microvillus inclusion disease;drug;0;2
2662;bile salt;microvillus-lined inclusions;drug;0;1
2663;bile salt;mvid;drug;0;8
2664;bile salt;myo5b;drug;0;3
2665;bile salt;myosin vb gene;drug;0;1
2666;bile salt;pigs;drug;0;1
2667;bile salt;porcine;drug;0;1
2668;bile salt;sglt1;drug;0;1
2669;bile salt;sodium;drug;0;3
2670;bile salt;sodium hydrogen exchanger 3;drug;0;1
2671;bile salt;swine;drug;0;1
2672;bile salt;talens;drug;0;1
2673;bile salt;watery;drug;0;1
2674;camp;camp;drug;0;12
2675;camp;cftr;drug;0;24
2676;camp;cftr(;drug;0;4
2677;camp;cftr(+/+;drug;0;4
2678;camp;cftr(+/+);drug;0;8
2679;camp;cftr(+/-;drug;0;4
2680;camp;cftr(+/-);drug;0;4
2681;camp;cftr(-/-);drug;0;12
2682;camp;cystic fibrosis;drug;0;8
2683;camp;cystic fibrosis transmembrane regulator protein;drug;0;4
2684;camp;pig;drug;0;4
2685;camp;pulmonary edema;drug;0;4
2686;camp;recombinant cftr;drug;0;4
2687;camp;respiratory distress syndrome;drug;0;4
2688;cf lung disease;bacterial lung infection;disease;0;1
2689;cf lung disease;cftr;disease;0;4
2690;cf lung disease;cystic fibrosis;disease;0;3
2691;cf lung disease;cystic fibrosis transmembrane conductance regulator;disease;0;1
2692;cf lung disease;hco(3)(-);disease;0;2
2693;cf lung disease;inflammation;disease;0;1
2694;cf lung disease;life-shortening disease;disease;0;1
2695;cf lung disease;porcine;disease;0;1
2696;cf lung disease;primary epithelial cultures;disease;0;1
2697;cf) lung disease;bicarbonate;disease;0;1
2698;cf) lung disease;cftr;disease;0;3
2699;cf) lung disease;cl(-);disease;0;2
2700;cf) lung disease;co2;disease;0;2
2701;cf) lung disease;cystic fibrosis;disease;0;2
2702;cf) lung disease;cystic fibrosis (;disease;0;1
2703;cf) lung disease;cystic fibrosis transmembrane conductance regulator;disease;0;1
2704;cf) lung disease;hco3 (-);disease;0;2
2705;cf) lung disease;non-cf small airway epithelia cultures;disease;0;1
2706;cftr;airway disease;gene;0;5
2707;cftr;anti-gal antibody;gene;0;2
2708;cftr;anti-non-gal antibody;gene;0;2
2709;cftr;babies;gene;0;5
2710;cftr;bacterial lung infection;gene;0;4
2711;cftr;bicarbonate;gene;0;3
2712;cftr;bile salt;gene;0;1
2713;cftr;camp;gene;0;24
2714;cftr;cf lung disease;gene;0;4
2715;cftr;cf) lung disease;gene;0;3
2716;cftr;cftr;DNA;0;2
2717;cftr;cftr;gene;0;86
2718;cftr;cftr gene;DNA;0;2
2719;cftr;cftr gene;gene;0;4
2720;cftr;cftr mutant;DNA;0;1
2721;cftr;cftr mutant;gene;0;2
2722;cftr;cftr mutants;DNA;0;1
2723;cftr;cftr mutants;gene;0;2
2724;cftr;cftr protein;DNA;0;1
2725;cftr;cftr protein;gene;0;2
2726;cftr;cftr(;gene;0;10
2727;cftr;cftr(+/+;gene;0;6
2728;cftr;cftr(+/+);gene;0;12
2729;cftr;cftr(+/-;gene;0;6
2730;cftr;cftr(+/-);gene;0;6
2731;cftr;cftr(-/-);gene;0;18
2732;cftr;cl(-);gene;0;6
2733;cftr;co2;gene;0;6
2734;cftr;cystic cystic fibrosis;DNA;0;1
2735;cftr;cystic cystic fibrosis;gene;0;2
2736;cftr;cystic fibrosis;gene;0;44
2737;cftr;cystic fibrosis (;gene;0;3
2738;cftr;cystic fibrosis transmembrane conductance regulator;gene;0;7
2739;cftr;cystic fibrosis transmembrane regulator protein;gene;0;6
2740;cftr;e-cadherin;gene;0;4
2741;cftr;enolase;gene;0;4
2742;cftr;exocrine pancreatic destruction;gene;0;5
2743;cftr;focal biliary cirrhosis;gene;0;5
2744;cftr;glucose;gene;0;1
2745;cftr;glyh101;gene;0;4
2746;cftr;gtko;gene;0;12
2747;cftr;gtko fibroblasts;gene;0;2
2748;cftr;gtko lsec;gene;0;2
2749;cftr;gtko pig;gene;0;2
2750;cftr;gtko pig liver cells;gene;0;2
2751;cftr;hco(3)(-);gene;0;8
2752;cftr;hco3 (-);gene;0;6
2753;cftr;human;DNA;0;2
2754;cftr;human;gene;0;28
2755;cftr;human igg;gene;0;10
2756;cftr;human igm;gene;0;2
2757;cftr;human myo5b;gene;0;1
2758;cftr;hydrogen;gene;0;1
2759;cftr;ifabp;gene;0;5
2760;cftr;igg;gene;0;4
2761;cftr;igm;gene;0;10
2762;cftr;inflammation;gene;0;4
2763;cftr;inherited disease;DNA;0;1
2764;cftr;inherited disease;gene;0;2
2765;cftr;intestinal fatty acid-binding protein;gene;0;5
2766;cftr;life-shortening disease;gene;0;4
2767;cftr;liver disease;gene;0;5
2768;cftr;malformations in the intestine, respiratory tract;DNA;0;1
2769;cftr;malformations in the intestine, respiratory tract;gene;0;2
2770;cftr;meconium ileus;gene;0;30
2771;cftr;micro-;gene;0;5
2772;cftr;microvillus inclusion disease;gene;0;2
2773;cftr;microvillus-lined inclusions;gene;0;1
2774;cftr;mouse;DNA;0;1
2775;cftr;mouse;gene;0;2
2776;cftr;mucin;gene;0;4
2777;cftr;mucins;gene;0;12
2778;cftr;mvid;gene;0;8
2779;cftr;myo5b;gene;0;3
2780;cftr;myosin vb gene;gene;0;1
2781;cftr;non-cf small airway epithelia cultures;gene;0;3
2782;cftr;p. aeruginosa;gene;0;8
2783;cftr;pancreatic destruction;gene;0;5
2784;cftr;pcftr;gene;0;5
2785;cftr;people;gene;0;5
2786;cftr;pig;DNA;0;1
2787;cftr;pig;gene;0;12
2788;cftr;pigs;gene;0;1
2789;cftr;porcine;gene;0;10
2790;cftr;porcine cf transmembrane conductance regulator;gene;0;5
2791;cftr;primary epithelial cultures;gene;0;4
2792;cftr;pseudomonas aeruginosa;gene;0;8
2793;cftr;pulmonary edema;gene;0;6
2794;cftr;recombinant cftr;gene;0;6
2795;cftr;respiratory distress syndrome;gene;0;6
2796;cftr;sglt1;gene;0;1
2797;cftr;sinus and lung disease;gene;0;5
2798;cftr;sodium;gene;0;3
2799;cftr;sodium hydrogen exchanger 3;gene;0;1
2800;cftr;swine;gene;0;1
2801;cftr;talens;gene;0;1
2802;cftr;vas deferens loss;gene;0;5
2803;cftr;watery;gene;0;1
2804;cftr;wild-type cftr mrna;gene;0;5
2805;cftr gene;cftr;gene;0;6
2806;cftr gene;cftr gene;gene;0;2
2807;cftr gene;cftr mutant;gene;0;2
2808;cftr gene;cftr mutants;gene;0;2
2809;cftr gene;cftr protein;gene;0;2
2810;cftr gene;cystic cystic fibrosis;gene;0;2
2811;cftr gene;human;gene;0;4
2812;cftr gene;inherited disease;gene;0;2
2813;cftr gene;malformations in the intestine, respiratory tract;gene;0;2
2814;cftr gene;mouse;gene;0;2
2815;cftr gene;pig;gene;0;2
2816;cftr mutant;cftr;gene;0;3
2817;cftr mutant;cftr gene;gene;0;2
2818;cftr mutant;cftr mutants;gene;0;1
2819;cftr mutant;cftr protein;gene;0;1
2820;cftr mutant;cystic cystic fibrosis;gene;0;1
2821;cftr mutant;human;gene;0;2
2822;cftr mutant;inherited disease;gene;0;1
2823;cftr mutant;malformations in the intestine, respiratory tract;gene;0;1
2824;cftr mutant;mouse;gene;0;1
2825;cftr mutant;pig;gene;0;1
2826;cftr mutants;cftr;gene;0;3
2827;cftr mutants;cftr gene;gene;0;2
2828;cftr mutants;cftr mutant;gene;0;1
2829;cftr mutants;cftr protein;gene;0;1
2830;cftr mutants;cystic cystic fibrosis;gene;0;1
2831;cftr mutants;human;gene;0;2
2832;cftr mutants;inherited disease;gene;0;1
2833;cftr mutants;malformations in the intestine, respiratory tract;gene;0;1
2834;cftr mutants;mouse;gene;0;1
2835;cftr mutants;pig;gene;0;1
2836;cftr protein;cftr;gene;0;3
2837;cftr protein;cftr gene;gene;0;2
2838;cftr protein;cftr mutant;gene;0;1
2839;cftr protein;cftr mutants;gene;0;1
2840;cftr protein;cystic cystic fibrosis;gene;0;1
2841;cftr protein;human;gene;0;2
2842;cftr protein;inherited disease;gene;0;1
2843;cftr protein;malformations in the intestine, respiratory tract;gene;0;1
2844;cftr protein;mouse;gene;0;1
2845;cftr protein;pig;gene;0;1
2846;cftr(;camp;gene;0;4
2847;cftr(;cftr;gene;0;10
2848;cftr(;cftr(+/+;gene;0;1
2849;cftr(;cftr(+/+);gene;0;2
2850;cftr(;cftr(+/-;gene;0;1
2851;cftr(;cftr(+/-);gene;0;1
2852;cftr(;cftr(-/-);gene;0;3
2853;cftr(;cystic fibrosis;gene;0;3
2854;cftr(;cystic fibrosis transmembrane regulator protein;gene;0;1
2855;cftr(;glyh101;gene;0;1
2856;cftr(;mucin;gene;0;1
2857;cftr(;mucins;gene;0;3
2858;cftr(;p. aeruginosa;gene;0;2
2859;cftr(;pig;gene;0;1
2860;cftr(;pseudomonas aeruginosa;gene;0;2
2861;cftr(;pulmonary edema;gene;0;1
2862;cftr(;recombinant cftr;gene;0;1
2863;cftr(;respiratory distress syndrome;gene;0;1
2864;cftr(+/+;camp;gene;0;4
2865;cftr(+/+;cftr;gene;0;6
2866;cftr(+/+;cftr(;gene;0;1
2867;cftr(+/+;cftr(+/+);gene;0;2
2868;cftr(+/+;cftr(+/-;gene;0;1
2869;cftr(+/+;cftr(+/-);gene;0;1
2870;cftr(+/+;cftr(-/-);gene;0;3
2871;cftr(+/+;cystic fibrosis;gene;0;2
2872;cftr(+/+;cystic fibrosis transmembrane regulator protein;gene;0;1
2873;cftr(+/+;pig;gene;0;1
2874;cftr(+/+;pulmonary edema;gene;0;1
2875;cftr(+/+;recombinant cftr;gene;0;1
2876;cftr(+/+;respiratory distress syndrome;gene;0;1
2877;cftr(+/+);camp;gene;0;8
2878;cftr(+/+);cftr;gene;0;12
2879;cftr(+/+);cftr(;gene;0;2
2880;cftr(+/+);cftr(+/+;gene;0;2
2881;cftr(+/+);cftr(+/+);gene;0;2
2882;cftr(+/+);cftr(+/-;gene;0;2
2883;cftr(+/+);cftr(+/-);gene;0;2
2884;cftr(+/+);cftr(-/-);gene;0;6
2885;cftr(+/+);cystic fibrosis;gene;0;4
2886;cftr(+/+);cystic fibrosis transmembrane regulator protein;gene;0;2
2887;cftr(+/+);pig;gene;0;2
2888;cftr(+/+);pulmonary edema;gene;0;2
2889;cftr(+/+);recombinant cftr;gene;0;2
2890;cftr(+/+);respiratory distress syndrome;gene;0;2
2891;cftr(+/-;camp;gene;0;4
2892;cftr(+/-;cftr;gene;0;6
2893;cftr(+/-;cftr(;gene;0;1
2894;cftr(+/-;cftr(+/+;gene;0;1
2895;cftr(+/-;cftr(+/+);gene;0;2
2896;cftr(+/-;cftr(+/-);gene;0;1
2897;cftr(+/-;cftr(-/-);gene;0;3
2898;cftr(+/-;cystic fibrosis;gene;0;2
2899;cftr(+/-;cystic fibrosis transmembrane regulator protein;gene;0;1
2900;cftr(+/-;pig;gene;0;1
2901;cftr(+/-;pulmonary edema;gene;0;1
2902;cftr(+/-;recombinant cftr;gene;0;1
2903;cftr(+/-;respiratory distress syndrome;gene;0;1
2904;cftr(+/-);camp;gene;0;4
2905;cftr(+/-);cftr;gene;0;6
2906;cftr(+/-);cftr(;gene;0;1
2907;cftr(+/-);cftr(+/+;gene;0;1
